cell_idx,x,y,ground_truth,ground_truth_name,prediction,eval_mask
54,1730.75,2141.56935294118,2,invasive cancer,3,True
55,1736.0,2022.22141176471,2,invasive cancer,3,True
56,1738.75,1891.507,2,invasive cancer,3,True
57,1743.0,1769.00170588235,2,invasive cancer,3,True
58,1733.125,1654.95811764706,2,invasive cancer,3,True
59,1733.375,1522.85447058824,2,invasive cancer,3,True
60,1735.0,1401.10694117647,2,invasive cancer,3,True
61,1860.375,3031.564,2,invasive cancer,3,True
62,1857.75,2903.24917647059,2,invasive cancer,3,True
63,1861.375,2778.09170588235,2,invasive cancer,3,True
64,1866.125,2654.70235294118,2,invasive cancer,3,True
65,1868.125,2524.872,2,invasive cancer,3,True
66,1858.75,2398.57788235294,2,invasive cancer,3,True
67,1858.75,2271.77858823529,2,invasive cancer,3,True
68,1864.5,2145.86335294118,2,invasive cancer,3,True
69,1867.0,2016.91705882353,2,invasive cancer,3,True
70,1859.5,1897.19023529412,2,invasive cancer,3,True
71,1847.5,1768.49652941176,2,invasive cancer,3,True
72,1864.875,1643.59164705882,2,invasive cancer,3,True
73,1865.625,1525.12776470588,2,invasive cancer,3,True
74,1868.0,1399.46511764706,2,invasive cancer,3,True
75,1988.5,3032.70064705882,2,invasive cancer,3,True
76,1986.625,2906.02764705882,2,invasive cancer,3,True
77,1973.875,2776.82876470588,2,invasive cancer,3,True
78,1978.375,2652.80794117647,2,invasive cancer,3,True
79,1982.5,2520.19911764706,2,invasive cancer,3,True
80,1986.875,2399.84082352941,2,invasive cancer,3,True
81,1992.125,2262.18023529412,2,invasive cancer,3,True
82,1975.5,2137.65423529412,2,invasive cancer,3,True
83,1979.625,2017.92741176471,2,invasive cancer,3,True
84,1984.25,1899.08464705882,2,invasive cancer,3,True
85,1984.75,1769.75947058824,2,invasive cancer,3,True
86,1963.75,1632.47776470588,2,invasive cancer,3,True
87,1978.0,1525.38035294118,2,invasive cancer,3,True
88,1980.75,1398.95994117647,2,invasive cancer,3,True
89,1985.125,1273.42358823529,2,invasive cancer,3,True
90,2105.75,3144.47094117647,2,invasive cancer,3,True
91,2111.125,3031.31141176471,2,invasive cancer,3,True
92,2109.875,2906.02764705882,2,invasive cancer,3,True
93,2115.5,2777.46023529412,2,invasive cancer,3,True
94,2111.75,2648.89282352941,2,invasive cancer,3,True
95,2110.5,2524.49311764706,2,invasive cancer,3,True
96,2108.5,2397.82011764706,2,invasive cancer,3,True
97,2109.875,2267.35829411765,2,invasive cancer,3,True
98,2121.125,2147.25258823529,2,invasive cancer,3,True
99,2109.25,2020.45329411765,2,invasive cancer,3,True
100,2115.75,1774.30605882353,2,invasive cancer,3,True
101,2109.75,1642.07611764706,2,invasive cancer,3,True
102,2115.125,1525.00147058824,2,invasive cancer,3,True
103,2115.875,1399.59141176471,2,invasive cancer,3,True
104,2237.5,3156.09,2,invasive cancer,3,True
105,2231.125,3033.07952941176,2,invasive cancer,3,True
106,2229.875,2903.75435294118,2,invasive cancer,3,True
107,2241.0,2780.11241176471,2,invasive cancer,3,True
108,2235.875,2654.07088235294,2,invasive cancer,3,True
109,2243.25,2531.313,2,invasive cancer,3,True
110,2241.375,2397.18864705882,2,invasive cancer,3,True
111,2238.25,2275.31482352941,2,invasive cancer,3,True
112,2229.375,2145.98964705882,2,invasive cancer,3,True
113,2237.875,2022.09511764706,2,invasive cancer,3,True
114,2235.75,1899.96870588235,2,invasive cancer,3,True
115,2235.5,1770.51723529412,2,invasive cancer,3,True
116,2238.625,1646.49641176471,2,invasive cancer,3,True
117,2240.25,1528.91658823529,2,invasive cancer,3,True
118,2234.375,1400.85435294118,2,invasive cancer,3,True
119,2381.25,3161.64694117647,2,invasive cancer,3,True
120,2380.125,3034.46876470588,2,invasive cancer,3,True
121,2383.125,2907.92205882353,2,invasive cancer,3,True
122,2381.75,2783.39605882353,2,invasive cancer,3,True
123,2380.375,2656.59676470588,2,invasive cancer,3,True
124,2375.875,2528.02935294118,2,invasive cancer,3,True
125,2379.0,2404.38741176471,2,invasive cancer,3,True
126,2379.25,2277.20923529412,2,invasive cancer,3,True
127,2383.75,2151.67288235294,2,invasive cancer,3,True
128,2383.375,2026.89429411765,2,invasive cancer,3,True
129,2380.375,1900.97905882353,2,invasive cancer,3,True
130,2380.5,1775.69529411765,2,invasive cancer,3,True
131,2384.875,1648.76970588235,2,invasive cancer,3,True
132,2377.0,1527.02217647059,2,invasive cancer,3,True
133,2487.625,3160.88917647059,3,undetermined,3,False
134,2492.625,3038.63647058824,2,invasive cancer,3,True
135,2486.5,2913.35270588235,2,invasive cancer,3,True
136,2482.375,2790.59482352941,3,undetermined,3,False
137,2487.5,2661.01705882353,3,undetermined,3,False
138,2487.75,2535.10182352941,0,adipose tissue,3,True
139,2488.625,2409.43917647059,2,invasive cancer,3,True
140,2491.25,2278.47217647059,2,invasive cancer,3,True
141,2486.625,2155.08282352941,2,invasive cancer,3,True
142,2487.375,2033.84047058824,2,invasive cancer,3,True
143,2483.125,1902.11570588235,2,invasive cancer,3,True
144,2485.5,1779.23152941176,2,invasive cancer,3,True
145,2477.5,1646.87529411765,2,invasive cancer,3,True
146,2610.875,2661.64852941176,3,undetermined,3,False
147,2608.875,2538.25917647059,0,adipose tissue,3,True
148,2611.5,2410.19694117647,0,adipose tissue,3,True
149,2610.625,2282.63988235294,2,invasive cancer,3,True
150,2613.0,2157.735,2,invasive cancer,3,True
151,2608.875,2030.17794117647,2,invasive cancer,3,True
152,2612.5,1912.59811764706,2,invasive cancer,3,True
153,2615.0,1782.26258823529,2,invasive cancer,3,True
154,2759.75,2142.32711764706,2,invasive cancer,3,True
155,2760.125,2014.64376470588,2,invasive cancer,3,True
156,2755.875,1889.73888235294,2,invasive cancer,3,True
157,480.25,2017.92741176471,1,connective tissue,1,True
158,594.625,2146.62111764706,1,connective tissue,1,True
159,592.125,2019.44294117647,1,connective tissue,1,True
160,596.875,1885.44488235294,3,undetermined,1,False
161,731.0,2263.19058823529,1,connective tissue,1,True
162,728.5,2141.19047058824,1,connective tissue,1,True
163,722.0,2016.033,1,connective tissue,1,True
164,728.25,1892.01217647059,2,invasive cancer,1,True
165,847.0,2270.51564705882,1,connective tissue,1,True
166,853.75,2145.48447058824,1,connective tissue,1,True
167,858.875,2017.80111764706,1,connective tissue,1,True
168,849.625,1895.42211764706,2,invasive cancer,1,True
169,847.5,1771.275,2,invasive cancer,3,True
170,996.75,2400.21970588235,1,connective tissue,1,True
171,1001.0,2271.77858823529,1,connective tissue,1,True
172,990.375,2148.51552941176,1,connective tissue,1,True
173,995.375,2020.45329411765,3,undetermined,1,False
174,996.125,1895.16952941176,2,invasive cancer,3,True
175,993.75,1772.28535294118,2,invasive cancer,3,True
