cell_idx,x,y,ground_truth,ground_truth_name,prediction,eval_mask
48,5823.0,15678.0,9,IDC_3,11,True
49,10472.0,11886.0,2,DCIS/LCIS_3,18,True
50,10895.0,4522.0,4,DCIS/LCIS_5,2,True
51,11427.0,12125.0,2,DCIS/LCIS_3,10,True
52,15259.0,7381.0,14,Tumor_edge_1,14,True
53,16346.0,10234.0,5,Healthy_1,15,True
54,19209.0,12377.0,0,DCIS/LCIS_1,6,True
55,7732.0,17107.0,10,IDC_4,5,True
56,6116.0,5226.0,11,IDC_5,6,True
57,19764.0,7627.0,5,Healthy_1,9,True
58,15808.0,5482.0,5,Healthy_1,12,True
59,8009.0,15207.0,2,DCIS/LCIS_3,18,True
60,9246.0,10696.0,12,IDC_6,10,True
61,8549.0,18534.0,10,IDC_4,5,True
62,6924.0,10929.0,2,DCIS/LCIS_3,18,True
63,16198.0,16172.0,8,IDC_2,17,True
64,12394.0,6188.0,4,DCIS/LCIS_5,6,True
65,6371.0,14729.0,15,Tumor_edge_2,7,True
66,8163.0,5468.0,11,IDC_5,6,True
67,7730.0,18057.0,10,IDC_4,5,True
68,12664.0,7614.0,14,Tumor_edge_1,8,True
69,7743.0,10930.0,2,DCIS/LCIS_3,18,True
70,18930.0,15702.0,16,Tumor_edge_3,8,True
71,17028.0,10472.0,5,Healthy_1,15,True
72,18944.0,8100.0,5,Healthy_1,9,True
73,6635.0,19955.0,10,IDC_4,5,True
74,10595.0,19250.0,10,IDC_4,5,True
75,6785.0,12592.0,2,DCIS/LCIS_3,18,True
76,16081.0,5482.0,5,Healthy_1,16,True
77,4997.0,19477.0,10,IDC_4,5,True
78,7613.0,7367.0,11,IDC_5,6,True
79,8842.0,7607.0,11,IDC_5,6,True
80,5411.0,17340.0,10,IDC_4,11,True
81,9365.0,19960.0,10,IDC_4,5,True
82,18926.0,17602.0,1,DCIS/LCIS_2,12,True
83,11546.0,21865.0,10,IDC_4,5,True
84,16613.0,13560.0,16,Tumor_edge_3,12,True
85,13077.0,5952.0,4,DCIS/LCIS_5,6,True
86,13070.0,9752.0,13,IDC_7,10,True
87,16064.0,14984.0,18,Tumor_edge_5,13,True
88,12256.0,6900.0,14,Tumor_edge_1,8,True
89,14692.0,18782.0,19,Tumor_edge_6,13,True
90,19618.0,12615.0,0,DCIS/LCIS_1,6,True
91,12784.0,16879.0,3,DCIS/LCIS_4,3,True
92,16077.0,7858.0,5,Healthy_1,14,True
93,13467.0,16642.0,3,DCIS/LCIS_4,3,True
94,10753.0,7610.0,11,IDC_5,6,True
95,13889.0,9754.0,13,IDC_7,10,True
96,17714.0,8811.0,5,Healthy_1,15,True
97,6524.0,5940.0,11,IDC_5,6,True
98,10731.0,19963.0,10,IDC_4,5,True
99,12388.0,9514.0,13,IDC_7,2,True
100,16334.0,16885.0,8,IDC_2,17,True
101,16062.0,15934.0,18,Tumor_edge_5,13,True
102,8828.0,15208.0,2,DCIS/LCIS_3,18,True
103,9237.0,15447.0,2,DCIS/LCIS_3,1,True
104,8974.0,9745.0,12,IDC_6,10,True
105,18373.0,21402.0,8,IDC_2,4,True
106,14851.0,6192.0,14,Tumor_edge_1,12,True
107,13611.0,12604.0,12,IDC_6,18,True
108,18931.0,15227.0,16,Tumor_edge_3,8,True
109,11828.0,17114.0,3,DCIS/LCIS_4,3,True
110,9514.0,13072.0,2,DCIS/LCIS_3,18,True
111,16058.0,18310.0,8,IDC_2,17,True
112,16079.0,6907.0,19,Tumor_edge_6,9,True
113,7205.0,6654.0,11,IDC_5,6,True
114,16205.0,12371.0,5,Healthy_1,20,True
115,18674.0,6199.0,5,Healthy_1,7,True
116,12527.0,7851.0,11,IDC_5,8,True
117,12526.0,8801.0,19,Tumor_edge_6,2,True
118,10210.0,5709.0,19,Tumor_edge_6,6,True
119,5973.0,8314.0,11,IDC_5,16,True
120,7197.0,10929.0,2,DCIS/LCIS_3,18,True
121,6248.0,7364.0,11,IDC_5,16,True
122,10211.0,5234.0,14,Tumor_edge_1,6,True
123,6931.0,7128.0,11,IDC_5,6,True
124,19058.0,20216.0,8,IDC_2,4,True
125,10870.0,18300.0,3,DCIS/LCIS_4,8,True
126,7208.0,5228.0,11,IDC_5,6,True
127,12792.0,12603.0,12,IDC_6,10,True
128,7198.0,10454.0,15,Tumor_edge_2,1,True
129,14021.0,12367.0,12,IDC_6,18,True
130,7466.0,13306.0,2,DCIS/LCIS_3,18,True
131,14430.0,12606.0,12,IDC_6,18,True
132,18379.0,18077.0,17,Tumor_edge_4,12,True
133,8823.0,18059.0,10,IDC_4,5,True
134,15800.0,10233.0,5,Healthy_1,15,True
135,13464.0,18068.0,3,DCIS/LCIS_4,3,True
136,12921.0,16641.0,3,DCIS/LCIS_4,1,True
137,18111.0,15701.0,16,Tumor_edge_3,3,True
138,6636.0,19480.0,10,IDC_4,5,True
139,13461.0,19968.0,8,IDC_2,4,True
140,16763.0,6196.0,5,Healthy_1,9,True
141,8277.0,17583.0,10,IDC_4,5,True
142,12786.0,15928.0,6,Healthy_2,1,True
143,13475.0,12366.0,12,IDC_6,10,True
144,14558.0,17594.0,3,DCIS/LCIS_4,3,True
145,11304.0,4761.0,4,DCIS/LCIS_5,2,True
146,10065.0,10697.0,12,IDC_6,10,True
147,18388.0,13325.0,0,DCIS/LCIS_1,6,True
148,15390.0,10469.0,5,Healthy_1,15,True
149,19615.0,14040.0,16,Tumor_edge_3,13,True
150,8701.0,9744.0,19,Tumor_edge_6,10,True
151,9791.0,11172.0,2,DCIS/LCIS_3,10,True
152,6363.0,19005.0,10,IDC_4,5,True
153,16073.0,10233.0,5,Healthy_1,15,True
154,7047.0,18293.0,10,IDC_4,5,True
155,14571.0,9993.0,14,Tumor_edge_1,15,True
156,16065.0,14509.0,16,Tumor_edge_3,13,True
157,9932.0,8559.0,11,IDC_5,2,True
158,7742.0,11881.0,2,DCIS/LCIS_3,18,True
159,17293.0,14749.0,0,DCIS/LCIS_1,12,True
160,6919.0,13780.0,2,DCIS/LCIS_3,18,True
161,10050.0,18774.0,10,IDC_4,5,True
162,17703.0,14512.0,0,DCIS/LCIS_1,12,True
163,7189.0,15681.0,15,Tumor_edge_2,7,True
164,8545.0,20434.0,10,IDC_4,5,True
165,14423.0,16406.0,18,Tumor_edge_5,13,True
166,15104.0,17595.0,8,IDC_2,17,True
167,17715.0,8336.0,5,Healthy_1,9,True
168,8146.0,14970.0,2,DCIS/LCIS_3,18,True
169,17967.0,19739.0,8,IDC_2,4,True
170,11850.0,5237.0,4,DCIS/LCIS_5,2,True
171,13051.0,20205.0,8,IDC_2,17,True
172,7604.0,12593.0,2,DCIS/LCIS_3,18,True
173,19192.0,21879.0,8,IDC_2,4,True
174,13215.0,5239.0,4,DCIS/LCIS_5,6,True
175,6108.0,9502.0,15,Tumor_edge_2,7,True
176,8546.0,19959.0,19,Tumor_edge_6,5,True
177,17144.0,21638.0,8,IDC_2,17,True
178,15244.0,15458.0,18,Tumor_edge_5,13,True
179,18675.0,5724.0,5,Healthy_1,7,True
180,18670.0,8575.0,5,Healthy_1,9,True
181,11281.0,17588.0,3,DCIS/LCIS_4,3,True
182,9254.0,5945.0,11,IDC_5,6,True
183,18384.0,15701.0,16,Tumor_edge_3,8,True
184,17301.0,10473.0,5,Healthy_1,15,True
185,6512.0,12591.0,2,DCIS/LCIS_3,18,True
186,6662.0,5227.0,11,IDC_5,6,True
187,7999.0,20433.0,10,IDC_4,5,True
188,16880.0,16886.0,8,IDC_2,17,True
189,9935.0,7134.0,11,IDC_5,6,True
190,7070.0,5941.0,11,IDC_5,6,True
191,14292.0,13318.0,12,IDC_6,20,True
192,19069.0,14039.0,0,DCIS/LCIS_1,12,True
193,11712.0,5949.0,4,DCIS/LCIS_5,2,True
194,18374.0,20927.0,8,IDC_2,4,True
195,14826.0,19970.0,8,IDC_2,4,True
196,5686.0,16390.0,9,IDC_3,11,True
197,18530.0,10238.0,19,Tumor_edge_6,15,True
198,16070.0,11658.0,5,Healthy_1,20,True
199,5550.0,16153.0,9,IDC_3,11,True
200,16355.0,5007.0,19,Tumor_edge_6,16,True
201,7599.0,15444.0,15,Tumor_edge_2,7,True
202,9930.0,9509.0,11,IDC_5,2,True
203,6384.0,7602.0,11,IDC_5,6,True
204,16211.0,9521.0,5,Healthy_1,15,True
205,17302.0,9998.0,5,Healthy_1,15,True
206,11568.0,9987.0,13,IDC_7,10,True
207,16758.0,8571.0,5,Healthy_1,15,True
208,5695.0,11164.0,15,Tumor_edge_2,7,True
209,8294.0,8556.0,11,IDC_5,2,True
210,4724.0,19477.0,10,IDC_4,5,True
211,7186.0,17106.0,10,IDC_4,5,True
212,7864.0,19720.0,10,IDC_4,5,True
213,18239.0,20214.0,8,IDC_2,4,True
214,10333.0,13548.0,2,DCIS/LCIS_3,18,True
215,12509.0,17828.0,3,DCIS/LCIS_4,3,True
216,15938.0,9520.0,5,Healthy_1,15,True
217,4725.0,19002.0,10,IDC_4,5,True
218,11414.0,19727.0,19,Tumor_edge_6,8,True
219,13871.0,19731.0,8,IDC_2,4,True
220,17421.0,19263.0,8,IDC_2,4,True
221,4723.0,19952.0,10,IDC_4,5,True
222,15942.0,7145.0,14,Tumor_edge_1,9,True
223,12666.0,6664.0,19,Tumor_edge_6,8,True
224,5680.0,19241.0,10,IDC_4,5,True
225,16739.0,19024.0,8,IDC_2,4,True
226,14697.0,15932.0,18,Tumor_edge_5,13,True
227,17583.0,5722.0,5,Healthy_1,7,True
228,13340.0,11653.0,19,Tumor_edge_6,10,True
229,7610.0,9267.0,11,IDC_5,2,True
230,7060.0,11167.0,2,DCIS/LCIS_3,18,True
231,13742.0,15693.0,6,Healthy_2,19,True
232,8563.0,10932.0,2,DCIS/LCIS_3,1,True
233,15375.0,18546.0,8,IDC_2,17,True
234,6236.0,14016.0,15,Tumor_edge_2,14,True
235,7877.0,12594.0,2,DCIS/LCIS_3,18,True
236,11987.0,4524.0,4,DCIS/LCIS_5,16,True
237,7731.0,17582.0,10,IDC_4,5,True
238,18811.0,5962.0,5,Healthy_1,7,True
239,16745.0,16173.0,8,IDC_2,13,True
240,14707.0,10706.0,13,IDC_7,15,True
241,11159.0,9749.0,19,Tumor_edge_6,2,True
242,15792.0,14509.0,7,IDC_1,20,True
243,12255.0,7375.0,11,IDC_5,6,True
244,5682.0,18291.0,10,IDC_4,5,True
245,12639.0,21392.0,10,IDC_4,19,True
246,19484.0,11427.0,16,Tumor_edge_3,13,True
247,10340.0,9747.0,11,IDC_5,2,True
248,8840.0,8557.0,11,IDC_5,2,True
249,5817.0,19479.0,10,IDC_4,5,True
250,9384.0,9983.0,12,IDC_6,13,True
251,18660.0,13801.0,0,DCIS/LCIS_1,12,True
252,13204.0,11416.0,13,IDC_7,10,True
253,13214.0,5714.0,4,DCIS/LCIS_5,6,True
254,13205.0,10465.0,13,IDC_7,10,True
255,18516.0,17839.0,1,DCIS/LCIS_2,12,True
256,5837.0,8076.0,11,IDC_5,16,True
257,19198.0,18078.0,1,DCIS/LCIS_2,12,True
258,6778.0,16392.0,9,IDC_3,11,True
259,11303.0,5711.0,14,Tumor_edge_1,2,True
260,11438.0,6424.0,11,IDC_5,6,True
261,17014.0,18074.0,8,IDC_2,17,True
262,14441.0,6429.0,4,DCIS/LCIS_5,12,True
263,16464.0,20449.0,8,IDC_2,4,True
264,15378.0,16646.0,8,IDC_2,17,True
265,5415.0,14965.0,9,IDC_3,11,True
266,19762.0,8577.0,5,Healthy_1,9,True
267,12116.0,9038.0,11,IDC_5,2,True
268,11282.0,17113.0,6,Healthy_2,11,True
269,17431.0,14036.0,0,DCIS/LCIS_1,6,True
270,11970.0,14026.0,2,DCIS/LCIS_3,18,True
271,8557.0,13783.0,2,DCIS/LCIS_3,18,True
272,13759.0,6190.0,4,DCIS/LCIS_5,6,True
273,13625.0,5002.0,4,DCIS/LCIS_5,6,True
274,17705.0,13562.0,0,DCIS/LCIS_1,6,True
275,5432.0,5938.0,11,IDC_5,16,True
276,17008.0,21400.0,8,IDC_2,17,True
277,19217.0,8101.0,5,Healthy_1,9,True
278,12670.0,4763.0,4,DCIS/LCIS_5,6,True
279,18533.0,8812.0,5,Healthy_1,15,True
280,16738.0,19499.0,8,IDC_2,4,True
281,10206.0,8084.0,11,IDC_5,6,True
282,17965.0,20689.0,8,IDC_2,4,True
283,14148.0,17356.0,3,DCIS/LCIS_4,3,True
284,14579.0,5717.0,4,DCIS/LCIS_5,12,True
285,10883.0,11174.0,12,IDC_6,10,True
286,14277.0,21870.0,10,IDC_4,19,True
287,18114.0,13800.0,0,DCIS/LCIS_1,6,True
288,20033.0,9528.0,5,Healthy_1,9,True
289,13879.0,15455.0,6,Healthy_2,1,True
290,13352.0,5002.0,4,DCIS/LCIS_5,6,True
291,11031.0,4760.0,4,DCIS/LCIS_5,2,True
292,17582.0,6197.0,5,Healthy_1,9,True
293,16336.0,15460.0,18,Tumor_edge_5,13,True
294,11153.0,13075.0,2,DCIS/LCIS_3,18,True
295,5143.0,14489.0,15,Tumor_edge_2,7,True
296,9240.0,14021.0,2,DCIS/LCIS_3,18,True
297,15252.0,11182.0,13,IDC_7,20,True
298,6926.0,9979.0,15,Tumor_edge_2,1,True
299,8559.0,12832.0,2,DCIS/LCIS_3,18,True
300,17150.0,18312.0,8,IDC_2,4,True
301,7457.0,18532.0,10,IDC_4,5,True
302,8272.0,20434.0,19,Tumor_edge_6,5,True
303,12373.0,17590.0,3,DCIS/LCIS_4,3,True
304,17160.0,13086.0,0,DCIS/LCIS_1,6,True
305,10059.0,14023.0,2,DCIS/LCIS_3,18,True
306,19604.0,20217.0,19,Tumor_edge_6,4,True
307,10871.0,17825.0,6,Healthy_2,8,True
308,6249.0,6889.0,11,IDC_5,16,True
309,17010.0,20450.0,8,IDC_2,4,True
310,14971.0,15457.0,18,Tumor_edge_5,13,True
311,19215.0,9051.0,5,Healthy_1,9,True
312,12392.0,7138.0,14,Tumor_edge_1,8,True
313,14443.0,5479.0,4,DCIS/LCIS_5,6,True
314,10756.0,6185.0,11,IDC_5,6,True
315,5001.0,17577.0,10,IDC_4,19,True
316,12644.0,18541.0,3,DCIS/LCIS_4,3,True
317,12522.0,10702.0,13,IDC_7,10,True
318,14278.0,20920.0,8,IDC_2,4,True
319,19608.0,18316.0,17,Tumor_edge_4,12,True
320,19883.0,16892.0,16,Tumor_edge_3,13,True
321,16068.0,12609.0,7,IDC_1,20,True
322,14287.0,16169.0,18,Tumor_edge_5,13,True
323,17976.0,14512.0,0,DCIS/LCIS_1,12,True
324,16883.0,14986.0,19,Tumor_edge_6,12,True
325,5546.0,18053.0,10,IDC_4,5,True
326,8822.0,18534.0,10,IDC_4,5,True
327,12396.0,5238.0,4,DCIS/LCIS_5,6,True
328,7598.0,15919.0,15,Tumor_edge_2,7,True
329,7606.0,11643.0,2,DCIS/LCIS_3,18,True
330,18933.0,13802.0,0,DCIS/LCIS_1,12,True
331,11413.0,20202.0,10,IDC_4,5,True
332,18108.0,17126.0,1,DCIS/LCIS_2,12,True
333,18800.0,12138.0,0,DCIS/LCIS_1,12,True
334,5543.0,19478.0,10,IDC_4,5,True
335,5961.0,14966.0,15,Tumor_edge_2,11,True
336,12534.0,4050.0,4,DCIS/LCIS_5,16,True
337,6787.0,11641.0,2,DCIS/LCIS_3,18,True
338,16190.0,20923.0,8,IDC_2,17,True
339,8138.0,19246.0,10,IDC_4,5,True
340,8162.0,5943.0,11,IDC_5,6,True
341,14578.0,6192.0,4,DCIS/LCIS_5,12,True
342,5960.0,15916.0,9,IDC_3,11,True
343,5274.0,17577.0,10,IDC_4,5,True
344,17710.0,10711.0,16,Tumor_edge_3,15,True
345,14436.0,9280.0,14,Tumor_edge_1,8,True
346,12114.0,9988.0,13,IDC_7,10,True
347,17434.0,12611.0,0,DCIS/LCIS_1,12,True
348,9378.0,12834.0,2,DCIS/LCIS_3,18,True
349,13076.0,6427.0,4,DCIS/LCIS_5,6,True
350,9913.0,19011.0,10,IDC_4,5,True
351,18394.0,10000.0,5,Healthy_1,15,True
352,18676.0,5249.0,5,Healthy_1,16,True
353,17425.0,17362.0,17,Tumor_edge_4,19,True
354,11837.0,11888.0,12,IDC_6,10,True
355,13184.0,21868.0,10,IDC_4,5,True
356,13483.0,8090.0,14,Tumor_edge_1,8,True
357,17418.0,21163.0,8,IDC_2,4,True
358,13216.0,4764.0,4,DCIS/LCIS_5,6,True
359,13198.0,14266.0,6,Healthy_2,1,True
360,7738.0,13781.0,2,DCIS/LCIS_3,18,True
361,11974.0,12126.0,12,IDC_6,10,True
362,17164.0,10710.0,5,Healthy_1,15,True
363,5282.0,13302.0,15,Tumor_edge_2,7,True
364,14581.0,4767.0,19,Tumor_edge_6,12,True
365,17281.0,21400.0,8,IDC_2,17,True
366,7203.0,7604.0,11,IDC_5,6,True
367,13737.0,18543.0,3,DCIS/LCIS_4,3,True
368,18261.0,8337.0,5,Healthy_1,9,True
369,14284.0,17594.0,3,DCIS/LCIS_4,3,True
370,14015.0,15693.0,6,Healthy_2,13,True
371,7754.0,5229.0,11,IDC_5,6,True
372,4999.0,18527.0,10,IDC_4,5,True
373,6917.0,15205.0,15,Tumor_edge_2,7,True
374,19623.0,9764.0,5,Healthy_1,9,True
375,16736.0,20924.0,8,IDC_2,4,True
376,5268.0,20903.0,10,IDC_4,5,True
377,12530.0,6426.0,4,DCIS/LCIS_5,6,True
378,7862.0,20670.0,19,Tumor_edge_6,5,True
379,12657.0,11890.0,12,IDC_6,10,True
380,13323.0,20680.0,8,IDC_2,17,True
381,16749.0,13798.0,0,DCIS/LCIS_1,12,True
382,11988.0,4049.0,4,DCIS/LCIS_5,16,True
383,12117.0,8088.0,11,IDC_5,6,True
384,12926.0,13791.0,12,IDC_6,18,True
385,8831.0,13308.0,2,DCIS/LCIS_3,18,True
386,5290.0,8550.0,11,IDC_5,16,True
387,10893.0,5948.0,14,Tumor_edge_1,8,True
388,18937.0,11901.0,0,DCIS/LCIS_1,12,True
389,9505.0,18298.0,10,IDC_4,5,True
390,16465.0,19498.0,8,IDC_2,4,True
391,12801.0,7376.0,14,Tumor_edge_1,8,True
392,16900.0,5959.0,5,Healthy_1,9,True
393,10183.0,20912.0,10,IDC_4,5,True
394,5817.0,19004.0,10,IDC_4,5,True
395,9110.0,9983.0,12,IDC_6,10,True
396,11143.0,18301.0,3,DCIS/LCIS_4,3,True
397,17701.0,15937.0,18,Tumor_edge_5,8,True
398,17853.0,7148.0,5,Healthy_1,9,True
399,18252.0,13088.0,0,DCIS/LCIS_1,6,True
400,18928.0,16652.0,18,Tumor_edge_5,11,True
401,6500.0,19243.0,10,IDC_4,5,True
402,13621.0,7378.0,14,Tumor_edge_1,14,True
403,9096.0,18060.0,10,IDC_4,5,True
404,8026.0,5705.0,11,IDC_5,6,True
405,15239.0,18308.0,8,IDC_2,17,True
406,12933.0,9990.0,13,IDC_7,10,True
407,9390.0,6182.0,11,IDC_5,6,True
408,5816.0,19954.0,10,IDC_4,5,True
409,7456.0,19007.0,10,IDC_4,5,True
410,5824.0,15203.0,9,IDC_3,11,True
411,17708.0,11661.0,19,Tumor_edge_6,12,True
412,20307.0,9053.0,5,Healthy_1,9,True
413,12919.0,17591.0,3,DCIS/LCIS_4,3,True
414,15781.0,20685.0,8,IDC_2,4,True
415,18649.0,19977.0,8,IDC_2,4,True
416,6643.0,15680.0,15,Tumor_edge_2,7,True
417,14157.0,12605.0,12,IDC_6,18,True
418,14154.0,14030.0,7,IDC_1,20,True
419,14988.0,5955.0,14,Tumor_edge_1,12,True
420,16737.0,20449.0,8,IDC_2,4,True
421,13065.0,12603.0,12,IDC_6,10,True
422,16196.0,17597.0,8,IDC_2,17,True
423,14835.0,15219.0,18,Tumor_edge_5,13,True
424,14444.0,5004.0,4,DCIS/LCIS_5,12,True
425,7590.0,20195.0,10,IDC_4,5,True
426,13074.0,7852.0,14,Tumor_edge_1,8,True
427,19754.0,12853.0,0,DCIS/LCIS_1,6,True
428,10728.0,21388.0,10,IDC_4,5,True
429,14160.0,11180.0,13,IDC_7,10,True
430,8837.0,10457.0,12,IDC_6,10,True
431,8434.0,6418.0,11,IDC_5,6,True
432,11018.0,11887.0,2,DCIS/LCIS_3,18,True
433,12248.0,11176.0,12,IDC_6,10,True
434,7750.0,7130.0,11,IDC_5,6,True
435,11577.0,4761.0,4,DCIS/LCIS_5,2,True
436,16489.0,6671.0,5,Healthy_1,9,True
437,14148.0,17831.0,3,DCIS/LCIS_4,3,True
438,7887.0,7367.0,11,IDC_5,6,True
439,15795.0,12608.0,7,IDC_1,20,True
440,10607.0,13074.0,2,DCIS/LCIS_3,18,True
441,15791.0,14984.0,18,Tumor_edge_5,13,True
442,14560.0,16169.0,18,Tumor_edge_5,13,True
443,15102.0,18546.0,8,IDC_2,17,True
444,13751.0,10466.0,13,IDC_7,10,True
445,13335.0,14029.0,6,Healthy_2,1,True
446,11167.0,4998.0,4,DCIS/LCIS_5,2,True
447,10201.0,10935.0,12,IDC_6,10,True
448,4870.0,14489.0,15,Tumor_edge_2,7,True
449,18246.0,16413.0,18,Tumor_edge_5,8,True
450,11273.0,21864.0,19,Tumor_edge_6,5,True
451,17982.0,11662.0,0,DCIS/LCIS_1,12,True
452,11976.0,10701.0,13,IDC_7,10,True
453,5009.0,13301.0,15,Tumor_edge_2,7,True
454,5272.0,18528.0,10,IDC_4,5,True
455,19201.0,16653.0,18,Tumor_edge_5,11,True
456,4726.0,18527.0,10,IDC_4,5,True
457,13478.0,10466.0,13,IDC_7,10,True
458,16598.0,21637.0,8,IDC_2,17,True
459,15521.0,13083.0,7,IDC_1,20,True
460,5413.0,16390.0,9,IDC_3,11,True
461,9513.0,14022.0,2,DCIS/LCIS_3,18,True
462,14145.0,19257.0,8,IDC_2,4,True
463,7326.0,15443.0,15,Tumor_edge_2,7,True
464,17007.0,21875.0,19,Tumor_edge_6,17,True
465,18263.0,6911.0,5,Healthy_1,9,True
466,16889.0,11660.0,5,Healthy_1,13,True
467,6657.0,8078.0,11,IDC_5,6,True
468,9937.0,5708.0,11,IDC_5,6,True
469,7337.0,9267.0,11,IDC_5,2,True
470,11158.0,10224.0,19,Tumor_edge_6,10,True
471,18656.0,16177.0,18,Tumor_edge_5,8,True
472,5827.0,13778.0,15,Tumor_edge_2,7,True
473,16745.0,15698.0,18,Tumor_edge_5,13,True
474,8006.0,16632.0,10,IDC_4,5,True
475,17446.0,5960.0,5,Healthy_1,9,True
476,9792.0,10697.0,12,IDC_6,10,True
477,9640.0,19011.0,10,IDC_4,5,True
478,8136.0,20196.0,10,IDC_4,5,True
479,15527.0,10232.0,5,Healthy_1,15,True
480,8140.0,17820.0,10,IDC_4,5,True
481,5964.0,13540.0,15,Tumor_edge_2,7,True
482,6105.0,10927.0,15,Tumor_edge_2,1,True
483,18789.0,17840.0,1,DCIS/LCIS_2,12,True
484,12254.0,7851.0,11,IDC_5,6,True
485,7336.0,9742.0,19,Tumor_edge_6,1,True
486,5704.0,6413.0,11,IDC_5,16,True
487,17291.0,16174.0,18,Tumor_edge_5,8,True
488,19767.0,5726.0,5,Healthy_1,7,True
489,10485.0,4759.0,4,DCIS/LCIS_5,2,True
490,17975.0,15463.0,16,Tumor_edge_3,3,True
491,20168.0,10716.0,5,Healthy_1,13,True
492,16901.0,5484.0,5,Healthy_1,16,True
493,9517.0,11646.0,2,DCIS/LCIS_3,18,True
494,18514.0,19265.0,8,IDC_2,19,True
495,19627.0,7864.0,5,Healthy_1,9,True
496,8694.0,13545.0,2,DCIS/LCIS_3,18,True
497,8296.0,7606.0,11,IDC_5,6,True
498,13326.0,19255.0,19,Tumor_edge_6,3,True
499,16758.0,9047.0,5,Healthy_1,15,True
500,13751.0,10941.0,13,IDC_7,10,True
501,11024.0,9036.0,11,IDC_5,2,True
502,16897.0,7384.0,5,Healthy_1,9,True
503,17981.0,12137.0,0,DCIS/LCIS_1,12,True
504,6775.0,17818.0,10,IDC_4,5,True
505,10881.0,12599.0,2,DCIS/LCIS_3,18,True
506,5276.0,16627.0,9,IDC_3,11,True
507,13328.0,18305.0,3,DCIS/LCIS_4,3,True
508,16203.0,13797.0,19,Tumor_edge_6,20,True
509,6230.0,17342.0,10,IDC_4,11,True
510,7044.0,20194.0,10,IDC_4,5,True
511,12386.0,10464.0,13,IDC_7,10,True
512,6240.0,12115.0,2,DCIS/LCIS_3,1,True
513,14559.0,16644.0,3,DCIS/LCIS_4,3,True
514,8289.0,11407.0,2,DCIS/LCIS_3,18,True
515,12780.0,19254.0,3,DCIS/LCIS_4,3,True
516,11418.0,17351.0,3,DCIS/LCIS_4,3,True
517,14960.0,21634.0,10,IDC_4,17,True
518,16471.0,16173.0,8,IDC_2,17,True
519,6095.0,16629.0,9,IDC_3,11,True
520,10614.0,9273.0,11,IDC_5,2,True
521,17830.0,19976.0,8,IDC_2,4,True
522,11414.0,19252.0,3,DCIS/LCIS_4,3,True
523,15647.0,19022.0,8,IDC_2,4,True
524,14572.0,9518.0,14,Tumor_edge_1,8,True
525,12367.0,20916.0,19,Tumor_edge_6,19,True
526,7055.0,14017.0,2,DCIS/LCIS_3,18,True
527,10867.0,20201.0,10,IDC_4,5,True
