cell_idx,x,y,ground_truth,ground_truth_name,prediction,eval_mask
158,32.0,27.0,1,Forebrain,5,True
159,28.0,22.0,1,Forebrain,5,True
160,5.0,21.0,1,Forebrain,2,True
161,45.0,19.0,0,Cartilage,5,True
162,38.0,21.0,3,Mesenchyme,5,True
163,23.0,8.0,0,Cartilage,4,True
164,12.0,16.0,1,Forebrain,2,True
165,38.0,6.0,5,Muscle,4,True
166,26.0,25.0,1,Forebrain,5,True
167,6.0,18.0,1,Forebrain,2,True
168,9.0,14.0,1,Forebrain,2,True
169,8.0,17.0,1,Forebrain,2,True
170,9.0,16.0,1,Forebrain,2,True
171,6.0,17.0,1,Forebrain,2,True
172,38.0,29.0,2,Hindbrain,5,True
173,38.0,5.0,5,Muscle,4,True
174,40.0,22.0,2,Hindbrain,5,True
175,30.0,10.0,0,Cartilage,4,True
176,8.0,13.0,1,Forebrain,2,True
177,50.0,22.0,0,Cartilage,5,True
178,11.0,18.0,1,Forebrain,2,True
179,49.0,29.0,2,Hindbrain,5,True
180,37.0,5.0,5,Muscle,4,True
181,48.0,11.0,0,Cartilage,4,True
182,45.0,9.0,5,Muscle,4,True
183,10.0,17.0,1,Forebrain,2,True
184,38.0,17.0,3,Mesenchyme,5,True
185,2.0,21.0,1,Forebrain,2,True
186,42.0,8.0,5,Muscle,4,True
187,27.0,22.0,1,Forebrain,5,True
188,48.0,27.0,2,Hindbrain,5,True
189,46.0,11.0,5,Muscle,4,True
190,9.0,32.0,1,Forebrain,5,True
191,10.0,19.0,1,Forebrain,2,True
192,32.0,29.0,3,Mesenchyme,5,True
193,29.0,8.0,0,Cartilage,4,True
194,7.0,16.0,1,Forebrain,2,True
195,11.0,17.0,1,Forebrain,2,True
196,34.0,27.0,3,Mesenchyme,5,True
197,46.0,18.0,0,Cartilage,5,True
198,8.0,14.0,1,Forebrain,2,True
199,3.0,23.0,1,Forebrain,2,True
200,36.0,10.0,0,Cartilage,4,True
201,37.0,13.0,0,Cartilage,4,True
202,39.0,5.0,5,Muscle,4,True
203,35.0,21.0,3,Mesenchyme,5,True
204,37.0,12.0,0,Cartilage,4,True
205,6.0,16.0,1,Forebrain,2,True
206,6.0,24.0,1,Forebrain,2,True
207,17.0,17.0,1,Forebrain,2,True
208,46.0,31.0,2,Hindbrain,5,True
209,10.0,10.0,1,Forebrain,2,True
210,33.0,5.0,0,Cartilage,4,True
211,47.0,13.0,0,Cartilage,4,True
212,12.0,12.0,1,Forebrain,2,True
213,32.0,19.0,1,Forebrain,5,True
214,43.0,27.0,2,Hindbrain,5,True
215,36.0,24.0,3,Mesenchyme,5,True
216,50.0,21.0,0,Cartilage,5,True
217,37.0,4.0,5,Muscle,4,True
218,14.0,29.0,1,Forebrain,5,True
219,38.0,7.0,5,Muscle,4,True
220,44.0,30.0,2,Hindbrain,5,True
221,42.0,22.0,2,Hindbrain,5,True
222,1.0,17.0,6,Skull,2,True
223,11.0,13.0,1,Forebrain,2,True
224,7.0,14.0,1,Forebrain,2,True
225,21.0,29.0,1,Forebrain,5,True
226,21.0,8.0,0,Cartilage,4,True
227,3.0,24.0,1,Forebrain,2,True
228,8.0,12.0,1,Forebrain,2,True
229,42.0,19.0,3,Mesenchyme,5,True
230,49.0,13.0,0,Cartilage,4,True
231,10.0,15.0,1,Forebrain,2,True
232,17.0,22.0,1,Forebrain,5,True
233,42.0,7.0,5,Muscle,4,True
234,13.0,29.0,1,Forebrain,5,True
235,25.0,21.0,1,Forebrain,5,True
236,47.0,27.0,2,Hindbrain,5,True
237,6.0,27.0,1,Forebrain,5,True
238,42.0,15.0,0,Cartilage,5,True
239,29.0,29.0,1,Forebrain,5,True
240,11.0,19.0,1,Forebrain,2,True
241,14.0,24.0,1,Forebrain,5,True
242,6.0,25.0,1,Forebrain,2,True
243,37.0,15.0,3,Mesenchyme,5,True
244,43.0,21.0,3,Mesenchyme,5,True
245,47.0,20.0,0,Cartilage,5,True
246,5.0,18.0,1,Forebrain,2,True
247,10.0,20.0,1,Forebrain,2,True
248,36.0,13.0,0,Cartilage,4,True
249,20.0,29.0,1,Forebrain,5,True
250,47.0,12.0,0,Cartilage,4,True
251,36.0,17.0,3,Mesenchyme,5,True
252,46.0,10.0,5,Muscle,4,True
253,29.0,21.0,1,Forebrain,5,True
254,11.0,16.0,1,Forebrain,2,True
255,39.0,18.0,3,Mesenchyme,5,True
256,39.0,39.0,4,Midbrain,3,True
257,47.0,32.0,2,Hindbrain,5,True
258,26.0,9.0,0,Cartilage,4,True
259,39.0,13.0,0,Cartilage,4,True
260,46.0,17.0,0,Cartilage,5,True
261,17.0,18.0,1,Forebrain,2,True
262,29.0,10.0,0,Cartilage,4,True
263,29.0,27.0,1,Forebrain,5,True
264,10.0,16.0,1,Forebrain,2,True
265,34.0,5.0,5,Muscle,4,True
266,49.0,18.0,0,Cartilage,4,True
267,34.0,11.0,0,Cartilage,4,True
268,4.0,15.0,1,Forebrain,2,True
269,33.0,22.0,1,Forebrain,5,True
270,49.0,16.0,0,Cartilage,5,True
271,9.0,12.0,1,Forebrain,2,True
272,31.0,22.0,1,Forebrain,5,True
273,40.0,38.0,4,Midbrain,3,True
274,37.0,29.0,2,Hindbrain,5,True
275,42.0,27.0,2,Hindbrain,5,True
276,10.0,13.0,1,Forebrain,2,True
277,48.0,20.0,0,Cartilage,5,True
278,43.0,17.0,0,Cartilage,5,True
279,38.0,27.0,2,Hindbrain,5,True
280,17.0,19.0,1,Forebrain,2,True
281,16.0,19.0,1,Forebrain,2,True
282,24.0,5.0,0,Cartilage,4,True
283,34.0,18.0,1,Forebrain,5,True
284,11.0,15.0,1,Forebrain,2,True
285,7.0,28.0,1,Forebrain,5,True
286,34.0,26.0,3,Mesenchyme,5,True
287,5.0,23.0,1,Forebrain,2,True
288,33.0,9.0,0,Cartilage,4,True
289,24.0,7.0,0,Cartilage,4,True
290,6.0,19.0,1,Forebrain,2,True
291,49.0,12.0,0,Cartilage,4,True
292,16.0,18.0,1,Forebrain,2,True
293,46.0,20.0,0,Cartilage,5,True
294,12.0,11.0,1,Forebrain,2,True
295,44.0,19.0,0,Cartilage,5,True
296,43.0,20.0,3,Mesenchyme,5,True
297,36.0,3.0,5,Muscle,4,True
298,5.0,24.0,1,Forebrain,2,True
299,10.0,12.0,1,Forebrain,2,True
300,11.0,34.0,1,Forebrain,5,True
301,39.0,15.0,0,Cartilage,5,True
302,34.0,24.0,1,Forebrain,5,True
303,33.0,11.0,0,Cartilage,4,True
304,41.0,17.0,0,Cartilage,5,True
305,45.0,12.0,0,Cartilage,4,True
306,11.0,12.0,1,Forebrain,2,True
307,29.0,9.0,0,Cartilage,4,True
308,36.0,4.0,5,Muscle,4,True
309,6.0,29.0,1,Forebrain,5,True
310,42.0,21.0,3,Mesenchyme,5,True
311,45.0,27.0,2,Hindbrain,5,True
312,11.0,9.0,1,Forebrain,2,True
313,13.0,10.0,1,Forebrain,2,True
314,30.0,22.0,1,Forebrain,5,True
315,22.0,22.0,1,Forebrain,5,True
316,6.0,14.0,1,Forebrain,2,True
317,19.0,27.0,1,Forebrain,5,True
318,10.0,2.0,0,Cartilage,4,True
319,4.0,18.0,1,Forebrain,2,True
320,47.0,31.0,2,Hindbrain,5,True
321,25.0,29.0,1,Forebrain,5,True
322,7.0,13.0,1,Forebrain,2,True
323,43.0,10.0,5,Muscle,4,True
324,46.0,13.0,0,Cartilage,4,True
325,11.0,11.0,1,Forebrain,2,True
326,37.0,37.0,4,Midbrain,5,True
327,23.0,29.0,1,Forebrain,5,True
328,11.0,20.0,1,Forebrain,2,True
329,9.0,15.0,1,Forebrain,2,True
330,17.0,27.0,1,Forebrain,5,True
331,6.0,15.0,1,Forebrain,2,True
332,5.0,19.0,1,Forebrain,2,True
333,21.0,22.0,1,Forebrain,5,True
334,47.0,9.0,5,Muscle,4,True
335,8.0,31.0,1,Forebrain,5,True
336,12.0,10.0,1,Forebrain,2,True
337,40.0,7.0,5,Muscle,4,True
338,12.0,9.0,1,Forebrain,2,True
339,33.0,29.0,2,Hindbrain,5,True
340,22.0,2.0,0,Cartilage,4,True
341,28.0,21.0,1,Forebrain,5,True
342,49.0,10.0,5,Muscle,4,True
343,39.0,6.0,5,Muscle,4,True
344,28.0,27.0,1,Forebrain,5,True
345,50.0,33.0,2,Hindbrain,0,True
346,3.0,16.0,1,Forebrain,2,True
347,37.0,11.0,0,Cartilage,4,True
348,6.0,26.0,1,Forebrain,2,True
349,22.0,3.0,0,Cartilage,4,True
350,39.0,17.0,3,Mesenchyme,5,True
351,16.0,14.0,1,Forebrain,2,True
352,42.0,12.0,0,Cartilage,4,True
353,1.0,22.0,6,Skull,2,True
354,50.0,17.0,0,Cartilage,5,True
355,38.0,20.0,3,Mesenchyme,5,True
356,8.0,33.0,1,Forebrain,5,True
357,18.0,27.0,1,Forebrain,5,True
358,5.0,17.0,1,Forebrain,2,True
359,13.0,11.0,1,Forebrain,2,True
360,23.0,3.0,0,Cartilage,4,True
361,38.0,16.0,3,Mesenchyme,5,True
362,7.0,15.0,1,Forebrain,2,True
363,2.0,17.0,1,Forebrain,2,True
364,49.0,11.0,0,Cartilage,4,True
365,47.0,10.0,5,Muscle,4,True
366,32.0,21.0,1,Forebrain,5,True
367,48.0,10.0,5,Muscle,4,True
368,43.0,16.0,0,Cartilage,4,True
369,4.0,29.0,1,Forebrain,5,True
370,36.0,16.0,3,Mesenchyme,5,True
371,40.0,42.0,4,Midbrain,3,True
372,39.0,9.0,0,Cartilage,4,True
373,25.0,9.0,0,Cartilage,4,True
374,42.0,6.0,5,Muscle,4,True
375,20.0,27.0,1,Forebrain,5,True
376,38.0,22.0,3,Mesenchyme,5,True
377,39.0,21.0,3,Mesenchyme,5,True
378,14.0,18.0,1,Forebrain,2,True
379,38.0,15.0,0,Cartilage,5,True
380,37.0,19.0,3,Mesenchyme,5,True
381,42.0,42.0,4,Midbrain,3,True
382,48.0,15.0,0,Cartilage,4,True
383,43.0,13.0,0,Cartilage,4,True
384,40.0,10.0,0,Cartilage,4,True
385,38.0,14.0,0,Cartilage,4,True
386,28.0,29.0,1,Forebrain,5,True
387,7.0,23.0,1,Forebrain,2,True
388,9.0,30.0,1,Forebrain,5,True
389,27.0,27.0,1,Forebrain,5,True
390,40.0,15.0,0,Cartilage,4,True
391,34.0,9.0,0,Cartilage,4,True
392,31.0,29.0,3,Mesenchyme,5,True
393,48.0,16.0,0,Cartilage,5,True
394,25.0,17.0,1,Forebrain,5,True
395,41.0,19.0,3,Mesenchyme,5,True
396,43.0,39.0,4,Midbrain,3,True
397,39.0,22.0,2,Hindbrain,5,True
398,46.0,38.0,4,Midbrain,3,True
399,43.0,24.0,2,Hindbrain,5,True
400,36.0,7.0,0,Cartilage,4,True
401,34.0,4.0,5,Muscle,4,True
402,43.0,11.0,0,Cartilage,4,True
403,34.0,25.0,1,Forebrain,5,True
404,44.0,22.0,2,Hindbrain,5,True
405,49.0,15.0,0,Cartilage,4,True
406,17.0,29.0,1,Forebrain,5,True
407,43.0,12.0,0,Cartilage,4,True
408,46.0,25.0,2,Hindbrain,5,True
409,19.0,29.0,1,Forebrain,5,True
410,39.0,19.0,3,Mesenchyme,5,True
411,28.0,6.0,0,Cartilage,4,True
412,40.0,26.0,2,Hindbrain,5,True
413,42.0,13.0,0,Cartilage,4,True
414,43.0,7.0,5,Muscle,4,True
415,27.0,21.0,1,Forebrain,5,True
416,14.0,25.0,1,Forebrain,5,True
417,49.0,27.0,2,Hindbrain,5,True
418,42.0,20.0,3,Mesenchyme,5,True
419,35.0,13.0,0,Cartilage,4,True
420,42.0,40.0,4,Midbrain,3,True
421,40.0,24.0,2,Hindbrain,5,True
422,45.0,11.0,5,Muscle,4,True
423,28.0,4.0,0,Cartilage,4,True
424,45.0,13.0,0,Cartilage,4,True
425,37.0,20.0,3,Mesenchyme,5,True
426,29.0,3.0,0,Cartilage,4,True
427,45.0,18.0,0,Cartilage,5,True
428,34.0,10.0,0,Cartilage,4,True
429,40.0,25.0,2,Hindbrain,5,True
430,11.0,10.0,1,Forebrain,2,True
431,40.0,14.0,0,Cartilage,4,True
432,27.0,6.0,0,Cartilage,4,True
433,23.0,2.0,0,Cartilage,4,True
434,45.0,20.0,3,Mesenchyme,5,True
435,45.0,8.0,5,Muscle,4,True
436,7.0,32.0,1,Forebrain,5,True
437,42.0,39.0,4,Midbrain,3,True
438,4.0,11.0,1,Forebrain,0,True
439,46.0,26.0,2,Hindbrain,5,True
440,49.0,19.0,0,Cartilage,4,True
441,11.0,2.0,0,Cartilage,4,True
442,25.0,10.0,0,Cartilage,4,True
443,13.0,27.0,1,Forebrain,5,True
444,37.0,23.0,3,Mesenchyme,5,True
445,28.0,7.0,0,Cartilage,4,True
446,46.0,19.0,0,Cartilage,5,True
447,11.0,35.0,1,Forebrain,5,True
448,45.0,30.0,2,Hindbrain,5,True
449,37.0,9.0,0,Cartilage,4,True
450,2.0,14.0,1,Forebrain,2,True
451,8.0,3.0,0,Cartilage,4,True
452,28.0,9.0,0,Cartilage,4,True
453,38.0,11.0,0,Cartilage,4,True
454,3.0,25.0,1,Forebrain,2,True
455,6.0,13.0,1,Forebrain,2,True
456,8.0,11.0,1,Forebrain,2,True
457,11.0,4.0,0,Cartilage,4,True
458,14.0,26.0,1,Forebrain,5,True
459,46.0,14.0,0,Cartilage,4,True
460,33.0,8.0,0,Cartilage,4,True
461,29.0,11.0,0,Cartilage,4,True
462,43.0,9.0,5,Muscle,4,True
463,2.0,15.0,1,Forebrain,2,True
464,33.0,10.0,0,Cartilage,4,True
465,10.0,33.0,1,Forebrain,5,True
466,43.0,30.0,2,Hindbrain,5,True
467,12.0,14.0,1,Forebrain,2,True
468,7.0,12.0,1,Forebrain,2,True
469,41.0,21.0,3,Mesenchyme,5,True
470,14.0,38.0,3,Mesenchyme,3,True
471,26.0,22.0,1,Forebrain,5,True
472,5.0,28.0,1,Forebrain,5,True
473,4.0,12.0,1,Forebrain,2,True
474,35.0,12.0,0,Cartilage,4,True
475,33.0,13.0,3,Mesenchyme,4,True
476,18.0,29.0,1,Forebrain,5,True
477,5.0,25.0,1,Forebrain,2,True
478,44.0,27.0,2,Hindbrain,5,True
479,29.0,4.0,0,Cartilage,4,True
480,45.0,17.0,0,Cartilage,5,True
481,41.0,11.0,0,Cartilage,4,True
482,38.0,13.0,0,Cartilage,5,True
483,39.0,7.0,5,Muscle,4,True
484,40.0,12.0,0,Cartilage,4,True
485,35.0,7.0,0,Cartilage,4,True
486,48.0,12.0,0,Cartilage,4,True
487,14.0,27.0,1,Forebrain,5,True
488,36.0,19.0,3,Mesenchyme,5,True
489,47.0,17.0,0,Cartilage,5,True
490,46.0,12.0,0,Cartilage,4,True
491,9.0,10.0,1,Forebrain,2,True
492,47.0,26.0,2,Hindbrain,5,True
493,2.0,16.0,1,Forebrain,2,True
494,36.0,30.0,2,Hindbrain,5,True
495,34.0,23.0,1,Forebrain,5,True
496,9.0,11.0,1,Forebrain,2,True
497,50.0,27.0,2,Hindbrain,5,True
498,31.0,27.0,1,Forebrain,5,True
499,42.0,28.0,2,Hindbrain,5,True
500,10.0,9.0,1,Forebrain,2,True
501,23.0,22.0,1,Forebrain,5,True
502,30.0,9.0,0,Cartilage,4,True
503,21.0,21.0,1,Forebrain,5,True
504,8.0,32.0,1,Forebrain,5,True
505,6.0,30.0,1,Forebrain,5,True
506,9.0,29.0,1,Forebrain,5,True
507,8.0,4.0,0,Cartilage,4,True
508,37.0,16.0,3,Mesenchyme,5,True
509,5.0,27.0,1,Forebrain,5,True
510,16.0,22.0,1,Forebrain,5,True
511,36.0,37.0,4,Midbrain,5,True
512,4.0,19.0,1,Forebrain,2,True
513,39.0,11.0,0,Cartilage,4,True
514,44.0,21.0,3,Mesenchyme,5,True
515,5.0,30.0,1,Forebrain,5,True
516,30.0,27.0,1,Forebrain,5,True
517,40.0,31.0,2,Hindbrain,5,True
518,27.0,5.0,0,Cartilage,4,True
519,38.0,12.0,0,Cartilage,4,True
520,43.0,23.0,2,Hindbrain,5,True
521,16.0,29.0,1,Forebrain,5,True
522,7.0,24.0,1,Forebrain,2,True
523,12.0,27.0,1,Forebrain,5,True
524,29.0,12.0,3,Mesenchyme,4,True
525,33.0,26.0,1,Forebrain,5,True
526,25.0,25.0,1,Forebrain,5,True
527,25.0,24.0,1,Forebrain,5,True
528,10.0,34.0,1,Forebrain,5,True
529,39.0,4.0,5,Muscle,4,True
530,48.0,32.0,2,Hindbrain,5,True
531,25.0,37.0,4,Midbrain,1,True
532,44.0,9.0,5,Muscle,4,True
533,49.0,32.0,2,Hindbrain,0,True
534,42.0,24.0,2,Hindbrain,5,True
535,10.0,3.0,0,Cartilage,4,True
536,6.0,6.0,0,Cartilage,4,True
537,16.0,16.0,1,Forebrain,2,True
538,41.0,9.0,5,Muscle,4,True
539,20.0,21.0,1,Forebrain,5,True
540,49.0,25.0,2,Hindbrain,5,True
541,44.0,20.0,3,Mesenchyme,5,True
542,35.0,10.0,0,Cartilage,4,True
543,20.0,22.0,1,Forebrain,5,True
544,43.0,26.0,2,Hindbrain,5,True
545,45.0,10.0,5,Muscle,4,True
546,35.0,24.0,3,Mesenchyme,5,True
547,34.0,14.0,3,Mesenchyme,4,True
548,48.0,19.0,0,Cartilage,4,True
549,44.0,17.0,0,Cartilage,5,True
550,39.0,31.0,2,Hindbrain,5,True
551,35.0,6.0,5,Muscle,4,True
552,34.0,40.0,4,Midbrain,1,True
553,43.0,25.0,2,Hindbrain,5,True
554,35.0,9.0,0,Cartilage,4,True
555,25.0,13.0,1,Forebrain,5,True
556,34.0,8.0,0,Cartilage,4,True
557,40.0,28.0,2,Hindbrain,5,True
558,39.0,27.0,2,Hindbrain,5,True
559,12.0,42.0,6,Skull,3,True
560,14.0,30.0,1,Forebrain,5,True
561,9.0,7.0,3,Mesenchyme,2,True
562,33.0,21.0,1,Forebrain,5,True
563,38.0,18.0,3,Mesenchyme,5,True
564,31.0,11.0,0,Cartilage,4,True
565,20.0,8.0,0,Cartilage,4,True
566,47.0,11.0,5,Muscle,4,True
567,13.0,24.0,1,Forebrain,5,True
568,19.0,7.0,0,Cartilage,4,True
569,40.0,30.0,2,Hindbrain,5,True
570,46.0,24.0,2,Hindbrain,5,True
571,35.0,5.0,5,Muscle,4,True
572,8.0,34.0,1,Forebrain,5,True
573,11.0,33.0,1,Forebrain,5,True
574,32.0,25.0,1,Forebrain,5,True
575,36.0,35.0,4,Midbrain,5,True
576,48.0,25.0,2,Hindbrain,5,True
577,42.0,14.0,0,Cartilage,4,True
578,39.0,14.0,0,Cartilage,4,True
579,42.0,11.0,0,Cartilage,4,True
580,30.0,11.0,0,Cartilage,4,True
581,36.0,18.0,3,Mesenchyme,5,True
582,38.0,30.0,2,Hindbrain,5,True
583,4.0,28.0,1,Forebrain,5,True
584,41.0,16.0,0,Cartilage,4,True
585,48.0,24.0,2,Hindbrain,5,True
586,37.0,24.0,2,Hindbrain,5,True
587,33.0,12.0,0,Cartilage,4,True
588,41.0,27.0,2,Hindbrain,5,True
589,39.0,42.0,4,Midbrain,3,True
590,37.0,36.0,4,Midbrain,5,True
591,17.0,7.0,0,Cartilage,4,True
592,2.0,25.0,6,Skull,6,True
593,14.0,32.0,1,Forebrain,5,True
594,37.0,27.0,2,Hindbrain,5,True
595,15.0,27.0,1,Forebrain,5,True
596,44.0,8.0,5,Muscle,4,True
597,11.0,36.0,1,Forebrain,5,True
598,11.0,14.0,1,Forebrain,2,True
599,40.0,27.0,2,Hindbrain,5,True
600,34.0,19.0,1,Forebrain,5,True
601,39.0,10.0,0,Cartilage,4,True
602,41.0,6.0,5,Muscle,4,True
603,40.0,33.0,2,Hindbrain,5,True
604,29.0,25.0,1,Forebrain,5,True
605,50.0,11.0,0,Cartilage,4,True
606,14.0,33.0,1,Forebrain,5,True
607,22.0,50.0,4,Midbrain,0,True
608,24.0,29.0,1,Forebrain,5,True
609,19.0,6.0,0,Cartilage,4,True
610,40.0,39.0,4,Midbrain,3,True
611,29.0,17.0,1,Forebrain,5,True
612,9.0,8.0,3,Mesenchyme,2,True
613,4.0,13.0,1,Forebrain,2,True
614,42.0,25.0,2,Hindbrain,5,True
615,9.0,9.0,1,Forebrain,2,True
616,18.0,22.0,1,Forebrain,5,True
617,48.0,31.0,2,Hindbrain,5,True
618,36.0,38.0,4,Midbrain,1,True
619,5.0,8.0,0,Cartilage,0,True
620,3.0,12.0,1,Forebrain,0,True
621,14.0,5.0,0,Cartilage,4,True
622,38.0,10.0,0,Cartilage,4,True
623,14.0,31.0,1,Forebrain,5,True
624,38.0,9.0,0,Cartilage,4,True
625,45.0,39.0,4,Midbrain,3,True
